City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
334,Nisia Floresta,BR,-6.0911,-35.2086,75.2,94,75,2.3,broken clouds
335,San Patricio,US,28.017,-97.5169,86.0,62,90,13.8,overcast clouds
336,Beloha,MG,-25.1667,45.05,65.48,79,6,7.85,clear sky
337,Cavalcante,BR,-13.7975,-47.4583,67.28,64,28,1.99,scattered clouds
338,Gumla,IN,23.05,84.55,69.06,69,38,4.32,scattered clouds
339,Penzance,GB,50.1186,-5.5371,45.0,70,20,26.73,few clouds
340,Aklavik,CA,68.2191,-135.0107,26.6,68,75,6.91,broken clouds
341,Namtsy,RU,62.7161,129.6658,42.8,56,0,8.95,clear sky
342,Saint Marys,US,30.7305,-81.5465,88.0,100,1,13.8,clear sky
343,Tura,IN,25.5198,90.2201,69.37,86,100,2.86,overcast clouds
344,Geraldton,AU,-28.7667,114.6,62.6,94,75,9.22,broken clouds
345,Qaqortoq,GL,60.7167,-46.0333,48.2,23,75,36.82,broken clouds
346,Bambous Virieux,MU,-20.3428,57.7575,75.99,100,40,3.44,scattered clouds
347,General Roca,AR,-39.0333,-67.5833,50.0,57,0,3.44,clear sky
348,Gouyave,GD,12.1646,-61.7296,77.0,88,75,9.22,broken clouds
349,Amapa,BR,1.0,-52.0,72.27,97,88,2.15,moderate rain
350,West Bay,KY,19.3667,-81.4167,84.2,74,20,13.8,few clouds
351,Arrifes,PT,37.7667,-25.7,60.8,82,20,3.44,few clouds
352,Dingtao,CN,35.0683,115.5625,62.55,37,72,6.35,broken clouds
353,Kyabram,AU,-36.3167,145.05,55.99,67,2,1.99,clear sky
354,Juneau,US,58.3019,-134.4197,46.4,81,90,4.61,moderate rain
355,Cabo San Lucas,MX,22.8909,-109.9124,82.0,41,1,10.36,clear sky
356,Mayo,US,38.8876,-76.5119,69.8,94,90,5.75,mist
357,Jaffna,LK,9.6685,80.0074,81.0,79,85,4.38,light rain
358,Talaya,RU,61.3833,152.75,27.12,86,95,1.7,overcast clouds
359,Biak,ID,-0.9131,122.8766,79.07,76,20,4.85,few clouds
360,Sabya,SA,17.1495,42.6254,84.2,74,0,3.44,clear sky
361,Jieshi,CN,22.8134,115.8257,75.7,87,92,6.82,overcast clouds
362,Cheremukhovo,RU,60.3484,59.9851,40.05,99,100,3.31,overcast clouds
363,Talnakh,RU,69.4865,88.3972,25.47,93,100,9.06,overcast clouds
364,Erenhot,CN,43.6475,111.9767,49.24,25,1,10.94,clear sky
365,Anadyr,RU,64.75,177.4833,26.6,74,75,11.18,broken clouds
366,Bunia,CD,1.5667,30.25,63.68,88,71,1.05,broken clouds
367,Cuamba,MZ,-14.8031,36.5372,57.85,97,14,3.62,few clouds
368,Teya,RU,60.3778,92.6267,31.08,89,19,5.48,few clouds
369,Grand-Santi,GF,4.25,-54.3833,72.59,98,38,1.77,light rain
370,Naudero,PK,27.6648,68.3622,78.8,57,6,6.91,haze
371,Ancud,CL,-41.8697,-73.8203,46.99,87,0,6.91,clear sky
372,Marti,CU,22.9475,-80.9203,84.2,65,75,4.61,broken clouds
373,Izumo,JP,35.3667,132.7667,66.2,77,75,24.16,moderate rain
374,Port Hedland,AU,-20.3167,118.5667,77.0,88,40,6.91,moderate rain
375,Strezhevoy,RU,60.7333,77.5889,41.0,87,100,11.18,light rain
376,Tiksi,RU,71.6872,128.8694,29.34,92,100,8.95,overcast clouds
377,Baykit,RU,61.67,96.37,29.59,84,100,13.91,overcast clouds
378,Tlapacoyan,MX,19.9667,-97.2167,90.19,37,12,5.17,few clouds
379,Achisu,RU,42.652,47.6828,57.2,77,40,29.08,scattered clouds
380,Puerto Carreno,CO,6.189,-67.4859,73.69,93,100,3.36,overcast clouds
381,Margate,GB,51.3813,1.3862,45.0,63,35,4.0,scattered clouds
382,Poum,NC,-20.2333,164.0167,76.91,73,1,2.44,clear sky
383,Cayenne,GF,4.9333,-52.3333,80.01,89,75,2.3,broken clouds
384,Yongan,CN,39.6957,113.6871,52.05,19,0,14.97,clear sky
385,Karlstad,SE,59.3793,13.5036,39.2,93,90,16.11,light intensity drizzle
386,Tema,GH,5.667,-0.0166,80.6,74,0,8.05,clear sky
387,Athabasca,CA,54.7169,-113.2854,57.2,26,91,3.44,overcast clouds
388,Chigorodo,CO,7.6664,-76.6811,75.04,89,53,2.91,broken clouds
389,Ayan,RU,56.45,138.1667,33.35,59,99,3.78,overcast clouds
390,Paracuru,BR,-3.41,-39.0306,79.0,80,91,11.01,overcast clouds
391,Skibbereen,IE,51.55,-9.2667,39.2,75,40,11.5,scattered clouds
392,Hasaki,JP,35.7333,140.8333,69.01,68,75,13.8,broken clouds
393,Tias,ES,28.9611,-13.645,66.2,63,20,12.66,few clouds
394,Chumphon,TH,10.3333,98.8333,75.2,100,20,0.51,few clouds
395,Akdagmadeni,TR,39.6603,35.8836,45.7,89,94,5.84,overcast clouds
396,Bubaque,GW,11.2833,-15.8333,77.27,69,91,16.55,overcast clouds
397,Bilma,NE,18.6853,12.9164,85.69,8,6,5.23,clear sky
398,Grand Gaube,MU,-20.0064,57.6608,75.99,89,4,3.0,clear sky
399,Laela,TZ,-8.5667,32.05,57.4,96,38,3.87,scattered clouds
400,Half Moon Bay,US,37.4636,-122.4286,66.2,76,1,13.8,haze
401,Corinto,GR,37.9407,22.9573,62.01,69,56,0.74,broken clouds
402,Grindavik,IS,63.8424,-22.4338,35.6,80,0,8.05,clear sky
403,Sovetskiy,RU,61.3614,63.5842,38.91,99,100,4.72,overcast clouds
404,Marrakesh,MA,31.6315,-8.0083,66.2,63,75,13.8,broken clouds
405,Saquena,PE,-4.6667,-73.5167,79.12,79,96,0.63,overcast clouds
406,Tautira,PF,-17.7333,-149.15,86.0,70,20,10.36,few clouds
407,Bolotnoye,RU,55.6717,84.3981,40.75,56,85,9.86,overcast clouds
408,Linhares,BR,-19.3911,-40.0722,68.85,93,11,2.44,few clouds
409,Balkanabat,TM,39.5108,54.3671,66.88,71,20,2.44,few clouds
410,Ishigaki,JP,24.3448,124.1572,78.8,94,40,13.8,scattered clouds
411,Aksum,ET,14.1245,38.7244,64.2,53,100,4.83,overcast clouds
412,Konstantinovka,RU,49.6167,127.9833,53.04,56,63,7.92,broken clouds
413,Harnosand,SE,62.6323,17.9379,41.0,56,90,13.8,overcast clouds
414,Manokwari,ID,-0.8667,134.0833,83.16,69,89,3.47,overcast clouds
415,Ankang,CN,32.68,109.0172,63.23,56,100,2.08,moderate rain
416,Tabou,CI,4.423,-7.3528,78.6,87,100,7.63,light rain
417,Wasilla,US,61.5814,-149.4394,53.6,50,1,10.36,light rain
418,Namibe,AO,-15.1961,12.1522,75.51,75,16,5.03,light rain
419,Ixtapa,MX,20.7,-105.2,78.8,65,1,13.8,clear sky
420,San Jorge,AR,-31.8962,-61.8598,55.99,44,99,4.0,overcast clouds
421,Gijon,ES,43.5357,-5.6615,57.99,86,99,3.96,overcast clouds
422,Inhambane,MZ,-23.865,35.3833,63.23,71,0,5.26,clear sky
423,Hatfield,GB,51.7634,-0.2242,41.0,87,56,12.66,broken clouds
424,Broome,US,42.2506,-75.833,71.6,64,75,5.75,broken clouds
425,Shihezi,CN,44.3,86.0333,60.3,24,0,4.41,clear sky
426,Coquimbo,CL,-29.9533,-71.3436,62.6,72,20,4.61,few clouds
427,Severnoye,RU,56.3491,78.3619,46.85,53,53,14.16,broken clouds
428,Chitral,PK,35.8462,71.7858,61.36,73,100,1.12,overcast clouds
429,Borova,UA,50.1763,30.1043,45.0,61,0,6.71,clear sky
430,Aginskoye,RU,51.1,114.53,43.45,45,3,16.26,clear sky
431,Rocha,UY,-34.4833,-54.3333,57.02,54,95,11.23,overcast clouds
432,Bodo,NO,67.28,14.405,41.0,52,75,14.97,broken clouds
433,Halmstad,SE,56.6745,12.8568,46.99,87,90,13.8,overcast clouds
434,Payakumbuh,ID,-0.2202,100.6308,71.44,95,92,1.41,overcast clouds
435,Te Anau,NZ,-45.4167,167.7167,54.68,65,26,5.91,scattered clouds
436,Constantine,DZ,36.365,6.6147,60.8,88,75,2.3,broken clouds
437,Kingsland,US,30.8,-81.6898,88.0,62,45,1.01,scattered clouds
438,Panama City,PA,8.9936,-79.5197,82.4,78,40,5.75,scattered clouds
439,Port Moresby,PG,-9.4431,147.1797,82.4,78,20,11.5,few clouds
440,Kaoma,ZM,-14.7833,24.8,66.4,57,100,4.7,overcast clouds
441,Poltava,UA,49.5937,34.5407,39.42,76,4,5.86,clear sky
442,Griffith,US,41.5284,-87.4237,50.0,81,90,8.05,overcast clouds
443,Omsukchan,RU,62.5333,155.8,26.22,77,81,1.92,broken clouds
444,Lisakovsk,KZ,52.5369,62.4936,60.1,60,100,8.55,overcast clouds
445,Tessalit,ML,20.1986,1.0114,88.25,5,0,10.16,clear sky
446,Lazaro Cardenas,MX,17.9583,-102.2,82.4,46,1,10.63,clear sky
447,Fare,PF,-16.7,-151.0167,82.4,76,64,14.52,broken clouds
448,Le Port,RE,-20.9373,55.2919,75.2,88,90,5.75,overcast clouds
449,Windhoek,NA,-22.5594,17.0832,57.99,54,17,5.75,few clouds
450,Linxia,CN,35.6003,103.2064,46.62,50,0,0.56,clear sky
451,Ulladulla,AU,-35.35,150.4667,62.6,100,90,10.36,moderate rain
452,Kachug,RU,53.9606,105.8817,35.04,76,100,15.19,light snow
453,Lowestoft,GB,52.4752,1.7516,41.0,92,100,1.99,light rain
454,Kotido,UG,2.9806,34.1331,68.45,83,96,2.91,overcast clouds
455,Suratgarh,IN,29.3167,73.9,87.49,22,53,8.79,broken clouds
456,Elizabeth City,US,36.2946,-76.2511,82.4,65,1,5.75,clear sky
457,Hasilpur,PK,29.7122,72.5553,83.34,30,68,6.31,broken clouds
458,Siguiri,GN,11.6667,-9.5,80.74,63,69,11.88,light rain
459,Antofagasta,CL,-23.65,-70.4,62.6,82,40,10.36,scattered clouds
460,Conde,BR,-7.2597,-34.9075,73.4,100,75,3.76,broken clouds
461,Toora-Khem,RU,52.4675,96.11,29.95,70,33,10.09,scattered clouds
462,Makakilo City,US,21.3469,-158.0858,84.2,69,90,13.8,overcast clouds
463,Bako,ET,5.7833,36.5667,62.02,90,95,3.89,light rain
464,Sabha,LY,27.0377,14.4283,84.4,22,89,13.85,overcast clouds
465,Banyo,CM,6.75,11.8167,65.32,88,98,3.31,overcast clouds
466,Turayf,SA,31.6725,38.6637,73.4,33,0,12.66,clear sky
467,Hanyang,CN,32.1371,105.5126,58.15,68,100,1.45,overcast clouds
468,Quatre Cocos,MU,-20.2078,57.7625,75.99,100,40,3.44,scattered clouds
469,Touros,BR,-5.1989,-35.4608,75.2,94,0,4.61,clear sky
470,Akyab,MM,20.15,92.9,79.75,70,77,5.7,broken clouds
471,Luderitz,NA,-26.6481,15.1594,63.23,79,35,10.29,scattered clouds
472,Riohacha,CO,11.5444,-72.9072,79.59,76,100,11.27,overcast clouds
473,Sola,VU,-13.8833,167.55,86.0,79,40,2.3,scattered clouds
474,Eureka,US,40.8021,-124.1637,63.0,72,23,8.99,few clouds
475,Salinopolis,BR,-0.6136,-47.3561,78.22,84,97,5.99,overcast clouds
476,La Cruz,MX,23.9167,-106.9,81.0,66,0,5.99,clear sky
477,Rosamorada,MX,22.1222,-105.2058,85.3,33,1,9.57,clear sky
478,Salalah,OM,17.0151,54.0924,84.2,79,20,4.61,few clouds
479,Chenzhou,CN,25.8,113.0333,65.12,91,94,1.57,overcast clouds
480,Neyvo-Shaytanskiy,RU,57.7286,61.2496,54.61,72,6,7.4,clear sky
481,Hambantota,LK,6.1241,81.1185,78.62,82,97,2.8,overcast clouds
482,Falkenstein,DE,50.4779,12.3713,44.01,84,92,24.0,overcast clouds
483,Nemuro,JP,43.3236,145.575,40.89,79,97,12.71,light rain
484,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.36,93,42,2.28,scattered clouds
485,Bayan,CN,46.0833,127.4,54.75,45,12,10.89,few clouds
486,Mpanda,TZ,-6.3655,31.0409,65.91,91,86,1.72,overcast clouds
487,Kolobrzeg,PL,54.1757,15.5834,45.0,87,74,26.17,broken clouds
488,La Ronge,CA,55.1001,-105.2842,42.8,36,4,8.05,clear sky
489,Rawson,AR,-43.3002,-65.1023,49.53,43,31,9.04,scattered clouds
490,Vestmannaeyjar,IS,63.4427,-20.2734,39.02,61,14,1.36,few clouds
491,Normandin,CA,48.8333,-72.5321,50.0,46,100,4.61,overcast clouds
492,Ikeda,JP,34.8221,135.4298,62.6,88,75,4.61,moderate rain
493,Vanimo,PG,-2.6741,141.3028,84.4,70,32,3.94,scattered clouds
494,Barreirinha,BR,-2.7933,-57.07,74.21,96,85,1.52,overcast clouds
495,Xining,CN,36.6167,101.7667,39.74,68,44,3.71,scattered clouds
496,Bol,TD,13.4586,14.7147,83.48,39,1,10.36,clear sky
497,Tilichiki,RU,60.4667,166.1,24.17,80,79,10.8,broken clouds
498,Svetlyy,RU,54.675,20.1347,51.8,71,0,11.18,clear sky
499,Gamba,GA,-2.65,10.0,77.59,86,99,2.39,light rain
500,Pochutla,MX,15.7432,-96.4661,86.0,66,40,17.27,scattered clouds
501,Paamiut,GL,61.994,-49.6678,39.15,68,54,5.19,broken clouds
502,Martapura,ID,-3.4167,114.85,77.0,94,40,2.57,scattered clouds
503,Banjar,ID,-8.19,114.9675,75.2,88,20,2.3,few clouds
504,Biltine,TD,14.5333,20.9167,86.99,19,2,8.37,clear sky
505,Thompson,CA,55.7435,-97.8558,37.4,56,75,9.22,broken clouds
506,Kalemie,CD,-5.9475,29.1947,69.85,88,56,2.26,light rain
507,Mananara,MG,-16.1667,49.7667,74.57,94,23,2.71,light rain
508,Antanifotsy,MG,-19.65,47.3167,53.24,96,10,1.86,clear sky
509,Fairbanks,US,64.8378,-147.7164,61.0,29,90,3.44,overcast clouds
510,Itoman,JP,26.1247,127.6694,77.0,94,75,16.11,broken clouds
511,Faya,SA,18.3851,42.4509,60.8,55,0,4.07,clear sky
512,Sumbe,AO,-11.2061,13.8437,79.23,89,100,6.64,overcast clouds
513,Severodvinsk,RU,64.5635,39.8302,32.0,64,40,8.95,scattered clouds
514,Tezu,IN,27.9167,96.1667,70.03,76,100,2.77,overcast clouds
515,Rosetta,EG,31.4044,30.4164,73.4,53,0,4.61,clear sky
516,Zaranj,AF,30.9667,61.8833,71.19,48,39,6.13,scattered clouds
517,Baruun-Urt,MN,46.6806,113.2792,42.93,46,8,12.24,clear sky
518,Kochubey,RU,44.3861,46.5825,56.57,68,100,17.56,overcast clouds
519,Nikolayevsk-Na-Amure,RU,53.1406,140.73,40.32,44,93,7.81,overcast clouds
520,Batagay-Alyta,RU,67.8006,130.4114,31.66,99,100,2.55,overcast clouds
521,Vung Tau,VN,10.346,107.0843,84.27,76,100,19.17,overcast clouds
522,Puerto Madryn,AR,-42.7692,-65.0385,50.13,43,18,8.97,few clouds
523,Sitka,US,57.0531,-135.33,46.4,71,75,3.44,broken clouds
524,Kisanga,TZ,-7.4362,37.7034,71.17,91,96,2.53,overcast clouds
525,Apucarana,BR,-23.5508,-51.4608,78.8,41,0,1.9,clear sky
526,Kruisfontein,ZA,-34.0033,24.7314,63.0,89,85,1.01,overcast clouds
527,Kurumkan,RU,54.3,110.3,39.45,60,94,1.14,overcast clouds
528,Changde,CN,29.0464,111.6783,66.61,71,89,2.89,overcast clouds
529,Inongo,CD,-1.95,18.2667,71.94,92,100,1.16,light rain
530,Cochabamba,BO,-17.3895,-66.1568,68.0,30,20,6.91,few clouds
531,La Rioja,ES,42.25,-2.5,51.8,76,0,1.14,clear sky
532,Mount Isa,AU,-20.7333,139.5,71.6,37,34,11.5,scattered clouds
533,Andrews,US,32.3187,-102.5457,68.0,37,1,4.14,clear sky
534,Sochi,RU,43.6,39.7303,53.6,94,40,4.47,scattered clouds
535,Qandala,SO,11.472,49.8728,85.32,70,96,1.72,light rain
536,Abdanan,IR,32.9926,47.4198,68.13,27,4,3.33,clear sky
537,Yerbogachen,RU,61.2767,108.0108,36.34,98,100,7.14,light rain
538,Kathmandu,NP,27.7167,85.3167,60.8,100,75,4.61,broken clouds
539,Aksaray,TR,38.3726,34.0254,53.6,71,40,9.22,scattered clouds
540,Belaya Gora,RU,68.5333,146.4167,33.3,100,100,3.71,overcast clouds
541,Sawakin,SD,19.1059,37.3321,82.47,57,0,5.17,clear sky
542,Hamilton,US,39.1834,-84.5333,63.0,88,90,16.11,overcast clouds
543,Nelson Bay,AU,-32.7167,152.15,60.01,100,75,8.05,broken clouds
544,Berbera,SO,10.4396,45.0143,85.48,71,86,6.15,overcast clouds
545,Lubango,AO,-14.9172,13.4925,59.45,86,32,3.18,light rain
546,San Jose,US,37.3394,-121.895,84.99,32,1,16.11,clear sky
547,Manbij,SY,36.5281,37.9549,66.2,52,0,1.14,clear sky
548,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,74.73,58,83,1.52,broken clouds
549,Ponta Delgada,PT,37.7333,-25.6667,60.8,82,20,3.44,few clouds
550,Sabang,ID,5.8933,95.3214,84.49,71,98,9.6,overcast clouds
551,Blagoyevo,RU,63.3667,47.9167,31.1,96,100,8.68,light snow
552,Uvarovo,RU,51.9849,42.2615,39.18,75,6,10.38,clear sky
553,Nioki,CD,-2.7167,17.6833,72.68,91,96,0.78,light rain
554,At-Bashi,KG,41.1702,75.8106,50.02,39,70,7.49,broken clouds
555,Shirochanka,RU,46.6497,38.3978,50.0,67,21,6.22,few clouds
556,Vallenar,CL,-28.5708,-70.7581,58.32,67,0,2.71,clear sky
557,Sokoni,TZ,-6.4333,39.55,80.53,72,87,20.65,overcast clouds
558,Huntingdon,GB,52.3305,-0.1865,41.0,87,99,8.81,overcast clouds
559,Itarema,BR,-2.9248,-39.9167,75.94,89,92,4.43,overcast clouds
560,Vyartsilya,RU,62.1764,30.693,30.09,73,98,7.45,overcast clouds
561,Burlington,US,39.8835,-74.6413,73.4,73,1,9.22,clear sky
562,Jutai,BR,-5.1833,-68.9,75.09,94,99,2.73,overcast clouds
563,Saint-Pierre,RE,-21.3393,55.4781,75.2,94,75,6.91,heavy intensity rain
564,Nogent-Le-Rotrou,FR,48.3333,1.0,44.6,76,72,10.36,broken clouds
565,Bagamoyo,TZ,-6.4333,38.9,71.94,94,89,7.7,overcast clouds
566,Viedma,AR,-40.8135,-62.9967,45.93,65,61,7.47,broken clouds
567,Great Yarmouth,GB,52.6083,1.7305,41.0,87,97,11.5,light rain
568,Lamesa,US,32.7376,-101.951,68.0,44,0,4.27,clear sky
569,Concepcion Del Uruguay,AR,-32.4825,-58.2372,57.0,69,100,4.0,overcast clouds
570,Yeniseysk,RU,58.4497,92.1703,34.27,79,18,6.51,few clouds
571,Priladozhskiy,RU,59.85,31.4833,35.01,64,100,6.22,snow
572,Nguruka,TZ,-5.1092,31.0419,65.97,85,76,2.08,broken clouds
573,Iracoubo,GF,5.4802,-53.2011,77.63,84,53,6.55,broken clouds
574,Pinyug,RU,60.251,47.7842,36.1,96,59,7.2,broken clouds
575,Pingliang,CN,35.5392,106.6861,52.57,32,18,3.8,few clouds
576,Cockburn Town,TC,21.4612,-71.1419,78.37,80,80,20.07,broken clouds
577,Alibag,IN,18.6411,72.8792,84.2,84,2,7.27,haze
578,Yanam,IN,16.7333,82.2167,79.59,81,2,2.66,clear sky
579,Umm Lajj,SA,25.0213,37.2685,85.35,35,0,5.55,clear sky
580,Almonte,ES,37.2647,-6.5167,68.0,84,3,5.32,clear sky
581,Springfield,US,37.2153,-93.2982,52.0,82,90,14.97,overcast clouds
582,Dano,BF,11.15,-3.0667,84.6,55,100,12.82,overcast clouds
583,Qasigiannguit,GL,68.8193,-51.1922,39.2,56,0,3.44,clear sky
584,Shingu,JP,33.7333,135.9833,64.4,88,75,18.41,moderate rain
585,Remanso,BR,-9.6179,-42.0831,80.94,55,52,7.0,broken clouds
586,Charo,MX,19.75,-101.05,84.2,13,1,13.8,clear sky
587,Adre,TD,13.4667,22.2,87.51,18,61,9.71,broken clouds
588,Nyrob,RU,60.733,56.7202,50.2,93,100,7.23,overcast clouds
589,Bose,IT,45.4612,8.0137,52.0,84,79,2.82,broken clouds
590,Ahipara,NZ,-35.1667,173.1667,64.35,49,42,1.16,scattered clouds
591,Mirskoy,RU,45.5439,40.3998,48.0,67,1,5.88,clear sky
592,Dakar,SN,14.6937,-17.4441,68.0,94,0,4.61,clear sky
593,Male,MV,4.1748,73.5089,84.2,79,75,5.75,broken clouds
594,Victor Harbor,AU,-35.5667,138.6167,55.99,71,100,9.42,overcast clouds
595,Port Macquarie,AU,-31.4333,152.9167,62.01,88,66,1.99,broken clouds
596,Kununurra,AU,-15.7667,128.7333,75.2,73,8,2.3,clear sky
597,Saint-Joseph,RE,-21.3667,55.6167,75.2,94,75,6.91,light rain
598,Hvide Sande,DK,56.0045,8.1294,43.0,77,73,7.43,broken clouds
599,Povenets,RU,62.8487,34.8262,31.19,75,100,12.28,overcast clouds
600,Kadnikov,RU,59.5022,40.338,34.66,98,98,6.4,light snow
601,Thunder Bay,CA,48.4001,-89.3168,48.2,53,40,11.5,scattered clouds
602,Tocopilla,CL,-22.092,-70.1979,67.64,70,8,9.31,clear sky
603,Broken Hill,AU,-31.95,141.4333,50.0,66,24,13.8,few clouds
604,Kirkuk,IQ,35.4681,44.3922,79.66,21,100,3.29,overcast clouds
605,Hovd,MN,48.0056,91.6419,44.35,38,68,7.11,broken clouds
606,Palmer,US,42.1584,-72.3287,59.0,67,75,5.75,broken clouds
607,Leamington,CA,42.0549,-82.6062,60.01,72,100,4.61,overcast clouds
608,Ilave,PE,-16.0833,-69.6667,42.28,58,88,4.41,overcast clouds
609,Gwadar,PK,25.1216,62.3254,81.01,65,27,9.06,scattered clouds
610,Aquiraz,BR,-3.9014,-38.3911,78.01,94,90,4.61,light rain
611,Jinchang,CN,38.4953,102.1739,52.9,12,19,5.7,few clouds
612,Carlyle,US,38.6103,-89.3726,55.99,91,100,4.0,moderate rain
613,Tarko-Sale,RU,64.9225,77.785,28.99,82,97,7.85,overcast clouds
614,Orotukan,RU,62.2667,151.7,32.68,99,93,2.37,overcast clouds
615,Watsa,CD,3.0372,29.5355,64.02,98,82,2.35,light rain
616,Ramgarh,IN,23.6333,85.5167,69.8,88,40,3.29,haze
617,Takoradi,GH,4.8845,-1.7554,78.84,82,92,8.5,overcast clouds
618,Road Town,VG,18.4167,-64.6167,80.6,74,40,16.11,scattered clouds
619,Teseney,ER,15.11,36.6575,85.62,37,100,3.74,overcast clouds
620,Iralaya,HN,15.0,-83.2333,81.79,71,18,13.29,few clouds
621,Flinders,AU,-34.5833,150.8552,62.01,95,100,7.0,light rain
622,Bridlington,GB,54.0831,-0.1919,39.0,84,98,4.0,overcast clouds
623,Ranong,TH,9.9658,98.6348,75.2,100,20,2.91,few clouds
624,Arman,RU,59.7,150.1667,35.74,71,66,4.59,broken clouds
625,Kenitra,MA,34.261,-6.5802,64.4,94,75,4.61,broken clouds
626,Saint-Augustin,CA,51.226,-58.6502,43.93,72,77,11.45,broken clouds
627,Ewa Beach,US,21.3156,-158.0072,84.2,69,90,13.8,light rain
628,Kumi,KR,36.1136,128.336,60.8,67,1,9.22,clear sky
629,Basco,PH,20.4487,121.9702,81.03,84,92,15.75,overcast clouds
630,Langreo,ES,43.2957,-5.6842,57.0,86,97,2.73,overcast clouds
631,Morondava,MG,-20.2833,44.2833,67.12,78,0,10.02,clear sky
632,Karwar,IN,14.8,74.1333,80.38,75,25,3.11,scattered clouds
633,Bonthe,SL,7.5264,-12.505,80.28,82,99,6.08,overcast clouds
634,Jhawarian,PK,32.3614,72.6228,74.84,55,37,5.88,scattered clouds
635,Jinka,ET,5.65,36.65,61.61,90,93,2.42,light rain
636,Balkhash,KZ,46.844,74.9804,57.2,52,41,21.03,scattered clouds
637,Pangkalanbuun,ID,-2.6833,111.6167,77.83,94,100,0.38,overcast clouds
638,Goma,CD,-1.6792,29.2228,62.71,90,92,1.97,light rain
639,Sala,MA,34.0389,-6.8166,66.0,94,75,4.61,broken clouds
640,Itaporanga,BR,-7.3044,-38.1503,77.99,65,100,3.6,overcast clouds
641,Talgram,IN,27.05,79.65,84.76,46,89,10.54,overcast clouds
642,Rayevskiy,RU,54.0658,54.9468,53.6,59,41,4.76,scattered clouds
643,Liverpool,GB,53.4106,-2.9779,42.8,93,84,4.61,broken clouds
644,Waingapu,ID,-9.6567,120.2641,81.23,77,51,11.36,broken clouds
645,Ocampo,MX,21.65,-101.5,86.0,50,0,4.9,clear sky
646,Torgelow,DE,53.6333,14.0167,46.99,85,72,19.91,broken clouds
647,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,76.5,26,8,2.64,clear sky
648,Talcahuano,CL,-36.7167,-73.1167,55.4,76,0,2.3,clear sky
649,Mecca,SA,21.4267,39.8261,83.12,43,0,3.2,clear sky
650,Karpogory,RU,64.0019,44.4451,31.35,95,100,10.58,snow
651,Alihe,CN,50.5667,123.7167,47.17,52,100,4.59,overcast clouds
652,Kushima,JP,31.4583,131.2333,69.8,94,75,19.57,moderate rain
653,Savannah Bight,HN,16.45,-85.85,93.2,52,75,6.91,broken clouds
654,Isabela,PH,6.7085,121.9711,84.2,79,40,3.44,scattered clouds
655,Omboue,GA,-1.5746,9.2618,77.32,88,100,4.63,moderate rain
656,Madimba,TZ,-10.4,40.3333,74.1,76,36,13.87,scattered clouds
657,Aldan,RU,58.6031,125.3894,34.21,100,100,3.09,overcast clouds
658,Methoni,GR,36.8197,21.7049,68.0,71,33,4.61,scattered clouds
659,Sorland,NO,67.667,12.6934,40.42,70,100,15.19,overcast clouds
660,Karakol,KG,42.4907,78.3936,51.89,42,20,6.71,few clouds
661,Jumla,NP,29.2747,82.1838,48.96,93,89,1.9,overcast clouds
662,Astana,KZ,51.1801,71.446,48.2,57,0,8.95,clear sky
663,Kalmunai,LK,7.4167,81.8167,78.96,81,99,3.31,overcast clouds
664,Pasighat,IN,28.0667,95.3333,68.23,94,100,5.41,overcast clouds
665,Sterling,US,39.0062,-77.4286,68.0,94,40,6.91,scattered clouds
666,Taltal,CL,-25.4,-70.4833,65.08,67,0,4.7,clear sky
667,Praia,CV,14.9215,-23.5087,69.8,78,20,17.27,few clouds
668,Idaho Falls,US,43.4666,-112.0341,57.0,41,75,3.44,broken clouds
669,Bac Lieu,VN,9.285,105.7244,85.5,72,100,15.41,overcast clouds
